-594.758	0.100	11636338cytbx_znh14_0207
-594.754	0.092	11636328cytbx_znh4_0418
-594.733	0.092	11636336cytbx_znh12_0048
-594.731	0.111	11636331cytbx_znh7_0219
-594.728	0.099	11636341cytbx_znh17_0084
-594.727	0.095	11636341cytbx_znh17_0028
-594.724	0.081	11636338cytbx_znh14_0185
-594.723	0.083	11636330cytbx_znh6_0497
-594.720	0.094	11636334cytbx_znh10_0086
-594.711	0.081	11636326cytbx_znh2_0393
-594.710	0.089	11636326cytbx_znh2_0127
-594.709	0.081	11636330cytbx_znh6_0351
-594.687	0.105	11636331cytbx_znh7_0315
-594.686	0.095	11636341cytbx_znh17_0182
-594.666	0.101	11636333cytbx_znh9_0400
-594.655	0.083	11636340cytbx_znh16_0352
-594.644	0.095	11636333cytbx_znh9_0251
-594.641	0.099	11636336cytbx_znh12_0375
-594.637	0.092	11636330cytbx_znh6_0125
-594.624	0.090	11636325cytbx_znh1_0065
-594.616	0.086	11636339cytbx_znh15_0057
-594.616	0.092	11636336cytbx_znh12_0133
-594.614	0.093	11636341cytbx_znh17_0412
-594.597	0.094	11636337cytbx_znh13_0182
-594.595	0.092	11636340cytbx_znh16_0461
-594.589	0.095	11636341cytbx_znh17_0252
-594.585	0.106	11636338cytbx_znh14_0295
-594.580	0.090	11636332cytbx_znh8_0215
-594.577	0.088	11636332cytbx_znh8_0278
-594.576	0.095	11636333cytbx_znh9_0020
-594.566	0.087	11636341cytbx_znh17_0109
-594.561	0.092	11636328cytbx_znh4_0136
-594.553	0.093	11636333cytbx_znh9_0141
-594.549	0.083	11636325cytbx_znh1_0035
-594.547	0.096	11636336cytbx_znh12_0278
-594.531	0.087	11636330cytbx_znh6_0251
-594.530	0.094	11636337cytbx_znh13_0151
-594.524	0.094	11636330cytbx_znh6_0319
-594.521	0.100	11636336cytbx_znh12_0498
-594.492	0.098	11636331cytbx_znh7_0035
-594.487	0.095	11636330cytbx_znh6_0447
-594.486	0.078	11636333cytbx_znh9_0178
-594.484	0.097	11636338cytbx_znh14_0273
-594.482	0.098	11636334cytbx_znh10_0260
